呵	口可kk
駬	馬耳me
髶	耳髟eb｜髟耳ie
鮞	魚而ye
鴯	鳥而ne
𠚧	二刂ed｜.de
𡦕	子專zv
𢀪	工人gr
𢄽	巾貳je
𣧹	歹耳de
𣩚	.dd｜歹占dv
𤽓	白二be
𥅡	目而oe
𦓓	.ew
𦓔	而而ee
𦖢	耳音ey
𦗼	.ej｜僉耳qe｜耳僉eq
𧌣	.dk｜刀虫di
𩚪	食示uu
𩰴	鬲而ge
𩱊	.gr
𩱓	鬲弓gg
𪐰	黑文hw｜文黑wh
𪕔	鼠耳ue
𪕨	鼠兒ue
發	癶殳du｜弓又gy
髮	髟犮ib
発	癶乚dg
髪	髟友iy
灋	氵去dq
罰	罒刂sd
茷	艹伐cf
瞂	.db
酦	酉发yf
笩	竹代vd
鍅	金法jf
沷	氵犮db
彂	业矢yu
冹	.db
坺	.tb
浌	氵伐df
㕹	.kb
㘺	土伐tf
㛲	女頁ny
㳒	.dq
䂲	石劫uj
䇅	立戈lg
䒥	.cz
䣹	酉伐yf
佱	人止rv
傠	亻討rt
墢	土發tf
姂	女乏nf
峜	山企uq
栰	木伐mf
橃	木發mf
琺	王法wf
罸	罒討st
蕟	艹發cf
藅	艹罰cf
醗	.yf
醱	酉發yf
閥	門伐mf
𠞵	罒刂sd
𠲎	口伐kf
𤇰	火伐hf｜伐火fh
𤣹	王尹wy
𤿓	.px｜爻皮yp｜皮爻py
𥎰	矢去uq
𥩱	立伐lf
𦪑	舟發vf
𧬋	言發yf
𨀳	足伐zf
𨋺	車臼ij｜臼車ji
飯	飠反uf
笵	.ve｜竹氾vf
拚	扌弁fb｜扌廾fc
汎	氵凡df
範	𥫗⺋ve
仮	亻反rf
払	扌厶fs
煩	火頁hy
凢	丿几pj
販	貝反bf
薠	艹煩cf
繙	糸番sf
轓	車番if
緐	每系mx
軓	車凡if
飜	番飛ff
颿	馬風mf
滼	氵梵df
瀿	氵繁df
礬	木石mu｜石大ud
飰	食卞ub
柉	木乏mf
棥	木木mm｜木爻my
凣	丨几aj
軬	車大id｜厶車si
奿	女丸nw｜丸女wn
旛	方番ff
瀪	.um
籵	米十mu
鐇	金番jf
襎	衤番yf
輽	車畚ib｜.it
鷭	鳥番nf
杋	木凡mf
橎	木番mf
笲	𥫗弁vb｜.vc
膰	月番of
舤	舟凡vf
舧	舟凡vf
釩	金凡jf
鐢	金木jm
㕨	口凡kf
㜶	.ni
㝃	子免zm
㠶	.jf
㤆	心反xf
㴀	氵乏df
㶗	.fq
㸋	炙番vf
㺕	犭番qf
㼝	.wy
㽹	疒反bf
䀀	皿氾mf
䀟	目弗of
䉊	竹車vi
䉒	竹番vf
䊩	米番mf
䋣	糸每sm
䋦	糸每sm
䌓	糸殳su｜每糸ms
䐪	月隽oj
䒦	艹乏cf
䛀	言反yf
䡊	車反if
䣲	酉弁yb
䪛	韋番wf
䪤	韭番jf
䫶	頁樊yf
䭵	馬凡mf
䮳	馬番mf
勫	力番lf
匥	匚弁kb｜.kc
婏	女兔nt
嬎	.nu
嬏	女番nf
忛	心凡xf
憣	心番xf
旙	方番ff
犿	犭卞qb
畨	米田mt｜田米tm
盕	皿凡mf
羳	羊番yf
蠜	虫大id｜虫樊if
訉	言凡yf
鱕	魚番yf
𠆩	亻凡rf
𠒾	免毒md
𡁈	.kb
𡗹	大弁db
𡜀	.ns｜厶女sn｜女大nd
𡤎	女免nm
𡶉	山乏uf
𢇪	广反gf
𢐲	弓弓gg｜弓番gf
𢗰	心心xx
𢶃	扌煩ff
𣔶	木范mf
𣳜	氵犯df
𤄑	.di｜氵攴dp
𤄫	氵番df
𤬨	瓦凡wf
𤭍	.wm｜瓦八wb
𥃵	目凡of
𥅒	目凵ok
𥢌	禾番hf
𥹇	米弁mb
𥻫	.bb
𥼞	米灬mh
𦊻	囗木km
𦜒	月夂ow
𦦽	.jl｜臼糸js｜糸臼sj
𦨲	舟氾vf
𦪖	舟番vf
𧀭	艹樊cf
𧁉	艹巴cb
𧉤	虫弁ib
𧊾	虫米im｜米虫mi
𧍙	虫范if｜范虫fi
𧢜	見樊jf｜樊見fj
𧦟	言乏yf
𨆌	足煩zf
𨙮	.ef｜凡阝fe
𨟄	.fe｜樊邑fy
𨠒	.ys｜厶酉sy｜酉大yd
𩕏	頁番yf｜番頁fy
𩡫	馬几mj｜几馬jm
𩧅	馬樊mf
𩨩	骨反gf
𪖇	鼠番uf
彷	彳方xf
匚	{匚}kd
淓	氵芳df
訪	言方yf
髣	髟方if
倣	亻放rf
紡	糸方sf
祊	示方uf
鈁	金方jf
瓬	.ww
鶭	鳥紡nf
汸	氵方df
錺	金芳jf
㑂	亻丙rb
㕫	口方kf
㤃	忄方xf
㧍	扌方ff
㯐	木隋ms
䄱	禾方hf
䢍	辶方zf
䦈	镸左iz
䲱	鳥方nf
堏	土枋tf
旊	方瓦fw
昘	日方of
眆	目方of
趽	足方zf
魴	魚方yf
鴋	鳥方nf
𣄅	方口fk
𥫳	𥫗方vf
𨾔	隹方vf
𩇴	非分ff
𩗧	防風ff
𩲌	鬼方gf
𩷸	魚方yf
𪕃	鼠方uf
飛	飞飞ff｜乙丶yd
費	貝弗bf
騑	馬非mf
廢	广發gf
緋	糸非sf
廃	.gf
婓	非女fn｜女非nf
蜰	虫肥if
暃	日非of
胐	月出oi
萉	艹肥cf
飝	飞飛ff
柹	.mz
疿	疒弗bf
笰	竹弗vf
胏	月𠂔oz
厞	厂非if
橨	木賁mb
渄	氵非df
濷	水滿um
蕜	艹悲cb
裶	衤非yf
鐨	金費jf
㔗	力弗lf
㥱	心匪xf
㩌	扌費ff
㫵	日非of
㭭	木别mb
㵒	氵費df
䆏	禾糞hf
䈈	𥫗肥vf
䉬	竹廢vf
䑔	.ju
䕁	艹棐cf
䕠	艹廢cf
䚨	角發jf
䛍	言弗yf
䠊	足非zf
䤵	金非jf
䨽	非己fj
䨾	.fy
䩁	非毳fc
䰁	髟录il
俷	亻肥rf
奜	大非df
婔	女非nf
屝	尸非uf
昲	日弗of
曊	日費of
櫠	木廢mf
犻	.qf｜.qj
猆	非犬fq｜犬非qf
癈	疒發bf
砩	石弗uf
誹	言非yf
陫	阝非ef
靅	雲費yf
靟	.mf
餥	食非uf
馡	香非xf
騛	馬飛mf
鯡	魚非yf
鼣	鼠犬uq
𠏿	亻鼻rb
𠮆	双敗ub
𡌦	土非tf｜非土ft
𢑮	𫜹飛xf
𢒍	彡弗pf
𢳁	.gf｜广手gu｜手非uf
𢾺	.wf｜匪攵fw
𣍧	月出oi
𣙿	木費mf
𤝟	犬弗qf
𤷂	疒肥bf
𤺕	疒費bf
𤼺	癶殳du
𥄱	目弗of｜弗目fo
𥇖	目非of｜非目fo
𥝊	.xy
𥝋	.rx
𥟍	禾非hf
𥠶	禾匪hf
𥭬	𥫗七vq
𦃄	糸匪sf
𦱷	艹灬ch
𧌘	虫服if
𧍃	虫非if
𧑈	虫費if
𧓖	.fk｜虫虫ii｜肥虫fi
𧕒	弗蟲fi
𧕿	非蟲fi
𧚆	衤孛yb
𧝇	衤費yf
𧿳	足弗zf
𨵈	門非mf
𨻃	阝匪ef
𩄼	雨非yf
𩆦	雲曹yc
𩇫	非子fz
𩇮	非手fu
𩇯	非巴fb
𩇽	非丙fb｜丙非bf
𩙲	飛牛fn｜牛飛nf
𩡷	馬犬mq
𩦎	馬斐mf
𩰲	.gj｜鬲弓gg
𩰾	鬲沸gf
𩱎	.gg
𩵥	魚犬yq
𩹉	魚飛yf
𪁹	鳥非nf
𪂏	鳥非nf｜非鳥fn
昐	日分of
蚡	虫分if
雰	雨分yf
瞓	目訓ox
蕡	艹賁cb
糞	米共mg｜米異my
紛	糸分sf
枌	木分mf
墳	土賁tb
幩	巾賁jb
濆	氵賁db
燌	火賁hb
奮	大田dt
轒	車賁ib
鼖	鼓卉gh
朆	曾勿cw｜.wc
鈖	金分jf
鱝	魚賁yb
憤	心賁xb
鐼	金賁jb
妢	女分nf
羒	羊分yf
馚	香分xf
燓	火木hm｜.yh
羵	羊賁yb
饙	食賁ub
㖹	口盆kp
㥹	心粉xf
㮥	木畚mb
㷊	林灬lh
㸮	牛分nf
㿎	.bp
䩿	.gp
䯨	高大gd
䴅	.np
僨	亻賁rb
坆	土攵tw
岎	山分uf
帉	巾分jf
弅	廾分cf｜分廾fc
梤	木分mf
獖	犭賁qb
秎	禾分hf
竕	立分lf
膹	月賁ob
蒶	艹紛cf
蚠	虫分if
衯	衤分yf
訜	言分yf
豶	豕賁ub
躮	身分uf
隫	耳賁eb
餴	飠奔ub
馩	香賁xb
魵	魚分yf
黂	麻賁mb
黺	业分yf｜分㡀fb
𠛸	中分vf
𠵮	.ky｜口牛kn
𠻫	.ky｜口心kx
𡊄	.sq
𡨖	宀利bl
𢅯	巾奮jf
𢊱	.gp｜广賁gb
𢚅	心扮xb
𢧝	卜戈bg
𢴢	.fp｜扌賁fb
𢹔	扌糞ff
𣬩	毛分mf｜分毛fm
𣯻	.mp｜毛賁mb｜賁毛bm
𣱦	气盆qp
𤔟	.vw｜文爪wv｜爪布vb
𤖘	.pp｜爿賁pb
𤗸	.pp
𤘝	牛分nf
𤰪	田分tf
𥂙	.ms
𥳡	𥫗賁vb
𥹻	.mc
𥽒	米木mm
𦍏	羊人yr
𦍪	.yv
𦐈	羽分yf
𦦑	.xf
𦰛	艹汾cf
𦶚	艹粉cf
𧮱	谷分gf
𧷐	.fp｜分賁fb
𧿚	足分zf
𨎾	車貝ib
𨤘	.by
𨤚	.bg
𨳚	門分mf
𨳣	門兮mx
𩉵	革分gf
𩢈	.mb
𩰟	鬥燹dx
𩸂	魚忿yf
𩿈	鳥分nf｜分鳥fn
風	几虫ji
峯	山丰uf
豐	豆丰df｜山豆ud
鳯	鳥几nj｜几鳥jn
夆	夂丰wf
瘋	疒風bf
縫	糸逢sf
靊	.yd｜雨豐yf
鳳	鳥一na｜几鳥jn
馮	冫馬dm
諷	言風yf
鋒	金丰jf
僼	亻豆rd｜亻豊rl
楓	木風mf
賵	貝冒bm
犎	牛封nf
綘	糸丰sf
蠭	虫逢if
桻	木丰mf
漨	氵逢df
焨	火月ho
熢	火逢hf
艂	舟丰vf
鏠	金逢jf
蘴	艹豆cd｜艹豐cf
霻	雨豆yd｜.yl
渢	氵風df
湗	氵封df
溄	.df
灃	氵豆dd｜氵豐df
炐	火丰hf
煈	火風hf
篈	𥫗封vf
鎽	金峯jf
麷	.md｜.ml
㒥	亻豐rf
㡝	巾逢jf
㦀	心逢xf
㵯	氵鳳df
䏎	月凡of
䒠	艹丰cf
䙜	衤逢yf
䟪	足乏zf
䩼	革逢gf
仹	亻丰rf
偑	亻風rf
凨	几云jy
凬	几日jo
凮	几百jb
堸	土風tf
堼	土封tf
妦	女丰nf
寷	.bd｜宀豐bf
摓	扌逢ff
檒	風林fl｜林風lf｜木風mf
猦	犭風qf
琒	王丰wf
盽	目丰of
碸	石風uf
莑	艹丰cf
覂	覀乏xf
鄷	耳豆ed｜.el
飌	風隹fv
鴌	鳥天nt｜天鳥tn
𡉚	.ty｜屮王cw
𡕖	夂𰀁wf
𡨛	宀丰bf
𡵞	山丰uf
𢇫	广乏gf
𢓱	彳丰xf
𣿝	氵葑df
𤖀	爿丰pf
𥊒	目逢of
𥍮	矛丰mf
𥛝	示逢uf
𥷜	𥫗風vf
𥽈	.ml
𦜁	肉丰rf
𦧁	𠂆奉pf
𧆉	艹糸cs
𧍯	虫風if
𧥹	言丰yf
𧾳	走豐zf
𨝭	.ef｜冫阝de
𨩥	金封jf
𨲫	镸逢if
𨺢	阝風ef
𩉧	革丰gf
𩊩	革丰gf
𩐯	.ym｜音月yo
𩘵	風鳥fn
𩙐	.fi
𩙣	風流fl
𩪌	骨逢gf
𪐃	黍奉uf
仏	亻厶rs
坲	土弗tf
仸	亻夭ry
梻	木佛mf
𧥚	角攴jp｜咸角xj
𧼴	走耑zd
炰	灬包hb
缻	缶瓦fw
不	一丶ad｜一小ax
㓡	刂缶df
䳕	鳥孚nf
妚	女不nb
紑	糸不sb
缹	.df｜.fd｜缶灬fh｜.hf
雬	雨木ym
鴀	鳥不nb
𡜊	女缶nf
𤊻	火冒hm
𤽦	白缶bf
𧉈	虫不ib
𧊦	虫缶if
𨛔	.ef｜否阝fe
𩂆	雨不yb
復	彳复xf
複	衤复yf
巿	一丨aa｜一巾aj
乀	.aa｜.vv｜.yi
彿	彳弗xf
負	⺈貝db
阝	{阝}er｜㇌丨ga
栿	木伏mf
頫	頁兆yv
呒	口无kw
祔	示付uf
賦	貝武bw
冨	冖畐bf｜冖田bt
輔	車甫if
枹	木包mb
婦	女巾nj｜女帚nv
鈇	金夫jf
鵩	鳥服nf
伕	亻夫rf
褔	衤畐yf｜衤田yt
鍑	金复jf
箙	竹服vf
俛	亻免rm
撫	扌無fw
尃	寸甫cf｜甫寸fc
鍢	.jf｜金田jt
鮒	魚付yf
虙	虍必hb
俌	亻甫rf
膚	虍胃hw
髴	髟弗if
烰	火孚hf
弣	弓付gf
旉	方甫ff
甶	丿田pt
縛	糸寸sc｜糹尃sf
澓	氵復df
泭	氵付df
麩	麥夫mf
葍	艹畐cf｜艹田ct
蚹	虫付if
輻	車畐if｜車田it
蓲	艹區cq
刜	刂弗df
椱	木复mf
綍	糸孛sb｜.sz
鳆	鱼复yf
嬔	女生nu
紱	.sb
胕	月付of
諨	言畐yf｜言田yt
輹	車复if
炥	火弗hf
玸	王包wb
鉘	金弗jf
偩	亻負rf
哹	口孚kf
嘸	口無kw
捊	扌孚ff
罦	罒孚sf
荂	艹夸ck
萯	艹負cf
蝜	虫負if
袚	衤犮yb
豧	豕甫uf
麬	麥皮mp
咈	口弗kf
坿	土付tf
柫	木弗mf
焤	火府hf
艀	舟孚vf
蚥	虫父if
襆	衤丶yd｜衤夫yf｜衤菐yp
釡	八金bj
鉜	金付jf
㕊	厂甫if
㙏	土复tf
㚆	夂日wo｜亠夂ww
㜑	女浦np
㟊	山孚uf
㠅	山復uf
㤔	忄付xf
㤱	心豆xd
㪄	.wf
㫙	日夫of
㬼	有复yf
㵗	水馮uf
㽬	.ff
㾈	疒付bf
䂤	石付uf
䃽	示支uv
䋨	.sp
䋹	.sf
䌗	糸無sw
䌿	.sf
䍖	罒包sb
䎅	羽白yb
䑧	舟付vf
䒀	舟符vf
䒇	舟富vf
䓛	艹屈cq
䔰	艹富cf
䕎	.cf
䗄	虫斧if
䘀	.bk
䘄	.vk
䘠	.ya｜.yb
䝾	貝武bw
䞜	走不zb
䞞	走弗zf
䞯	走孚zf
䞸	走口zk
䟔	足卜zb
䟮	足伏zf
䠵	身付uf
䡍	車夫if
䦣	.mp
䧞	阝馬em
䨗	雨孚yf
䨱	雨復yf
䩉	面甫mf
䪙	.wf
䫍	頁非yf
䫝	頁香yx
䭸	馬父mf
䮛	馬附mf
䯱	髟不ib
䯽	.ip
䵾	鼓付gf
乶	乙甫yf
垘	土伏tf
妋	女夫nf
姇	女付nf
娐	女孚nf
媍	女負nf
岪	山弗uf
峊	山𠂤uv
帗	.jb
怤	心付xf
懯	心敷xf｜.xw
抙	扌手fu
枎	木夫mf
柎	木付mf
棴	木服mf
椨	木府mf
璷	王敷wf｜王攵ww
畉	田夫tf
癁	疒復bf
盙	甫皿fm｜皿甫mf
禣	示寸uc｜.uf
秿	禾甫hf
稪	禾复hf
竎	立廾lc
筟	𥫗孚vf
粰	米孚mf
糐	米寸mc｜.mf
紨	糸付sf
紼	糸弗sf
絥	糸伏sf
綒	糸孚sf
緮	糸复sf
纀	糸僕sp
翇	.yb
荴	艹扶cf
蕧	艹復cf
蛗	虫𠂤iv｜𠂤虫vi
蜅	虫甫if
衭	衤夫yf
袝	衤付yf
襥	衤僕yp
覄	覀伏xf
訃	言卜yb
詂	言付yf
賻	貝寸bc｜貝尃bf
踾	.zf｜足田zt
邞	耳夫ef
郙	耳甫ef
酜	酉夫yf
韍	.wb
颫	風夫ff
駙	馬付mf
鬴	鬲甫gf
鮄	魚弗yf
鮲	魚伏yf
鰒	魚复yf
鳧	鳥几nj
鳬	.nj
鳺	鳥夫nf
鴔	鳥乏nf
麱	麥甫mf
𠋩	.rf
𠌽	亻方rf
𠓗	儿兔et｜兔兔tt
𠟌	.dp
𠣾	勹復gf
𠪻	𠂆寸pc
𠬝	又卩ye
𠲽	口佛kf
𡏪	土木tm
𡐝	土火th｜圹火kh
𡞪	女复nf
𡠞	女符nf
𡦄	多孚df
𡫺	宀又by
𡬇	宀不bb
𡵛	山父uf
𢀼	共巴gb
𢁀	共包gb
𢂀	巾弗jf
𢂆	巾付jf
𢌹	.cl｜廾厶cs｜厶廾sc
𢏍	弓巳gs
𢒒	彡孚pf
𢗫	心不xb｜不心bx
𢗲	心夫xf
𢞦	忄日xo
𢠲	心富xf
𢯋	扌斧ff
𢰆	扌苻ff
𢻀	支二ve｜尸支uv
𢻮	.wj
𣀣	.wb｜攴觱pb｜觱攴bp
𣀾	或攴hp｜攴角pj
𣄎	.ff｜方寸fc
𣆵	.oj｜.oy
𣑿	木巳ms
𣘧	木符mf
𣞒	木敷mf
𣥋	丿二pe
𣭘	毛弗mf｜弗毛fm
𣹋	.df
𣻜	氵符df
𣿆	氵鳧df
𤆮	火夫hf
𤉨	或火hh
𤕾	爿求pq
𤙤	牛孚nf
𤙭	牛甫nf
𤠪	.qi｜犬国qg
𤭟	.wb｜阜瓦fw｜瓦阜wf
𤱽	甾夫zf
𤶖	疒孚bf
𤸑	疒复bf
𤸗	疒犬bq
𤿭	皮甫pf
𥄑	目夫of
𥄓	目不ob｜不目bo
𥒫	石孚uf
𥒰	石甫uf
𥘬	示弗uf
𥦘	穴孚xf
𥧷	穴呆xd
𥨍	穴復xf
𥪋	立录ll
𥪚	立复lf
𥰛	竹浮vf
𥱀	𥫗洿vw
𥲛	𥫗付vf
𥳇	𥫗復vf
𥷱	𥫗覆vf
𥼼	米敷mf
𥾧	.su｜糸冂sk
𦂊	.sf
𦇁	糸敷sf
𦊦	冂巳ks
𦊾	罒否sf
𦎎	羊甫yf
𦎭	羊复yf
𦐡	羽弗yf｜弗羽fy
𦑹	臼羽jy｜羽日yo
𦔍	.lf｜耒寸lc
𦖀	耳孚ef
𦨈	舟人vr
𦨋	舟乃vn
𦨡	舟弗vf
𦩡	.vf｜舟田vt
𦮹	.cp｜艹巴cb
𦰺	.cb｜艹阜cf
𦱖	艹附cf
𦲫	艹拂cf
𦳓	.cf｜艹几cj
𦸱	艹婦cf
𦺉	艹傅cf
𦽏	艹鳧cf
𦿁	.cb｜艹田ct
𧀮	艹敷cf
𧀴	艹膚cf
𧄏	艹覆cf
𧉊	虫父if｜父虫fi
𧌈	虫帚iv
𧌓	.ib
𧒂	.dk
𧒙	虫虫ii｜丿虫pi
𧕡	虫覆if
𧖚	.pk｜十虫ui｜虫虫ii
𧥱	言夫yf
𧳂	豸伏vf
𧴌	.vp｜豸夫vf
𧻳	走否zf
𧼗	走弗zf
𨁒	足告zg
𨌥	.wk｜車王iw｜王王ww
𨑑	辶亡zw
𨦛	金伏jf
𨵟	門服mf
𨾚	隹夫vf
𩂎	雨父yf
𩂔	.yb
𩂕	雨弗yf
𩅿	雨溥yp
𩉽	革弗gf
𩋟	革复gf
𩋨	.gf｜革田gt
𩍏	革富gf
𩎛	韋弗wf
𩐚	音弗yf
𩑬	.yj
𩒙	頁先yx
𩒺	頁甫yf
𩓖	頁孚yf｜孚頁fy
𩖬	夫風ff
𩖼	風弗ff
𩜲	飠复uf
𩠷	.ui
𩢰	馬伏mf
𩢿	馬缶mf
𩣜	馬一ma
𩣸	.mb｜馬阜mf
𩬙	髟付if
𩭺	.if｜髟田it
𩳎	鬼孚gf
𩳐	鬼甫gf
𩵩	魚夫yf
𩵹	魚父yf
𩾿	鳥父nf｜父鳥fn
𩿧	鳥付nf｜付鳥fn
𪀺	鳥女nn
𪂀	鳥斧nf
𪂋	鳥帚nv
𪂾	鳥飠nu
𪃓	鳥負nf｜負鳥fn
𪆠	鳥富nf
𪊐	鹿夫lf
𪍏	麥負mf
夹	夫八fb｜一人ar
呷	口甲kj
夾	大从dc｜大人dr
玍	.pw｜𠂉土rt
嘠	口戈kg｜口戞kj
釓	金乚jg
軋	車乚ig
錷	.jv
朒	月肉or
魀	鬼介gj
𡉅	.tj｜土冂tk
𡯰	.wj
𡯽	.wx
𡼛	山戈ug
𣬫	毛介mj
該	言亥yh
芥	艹介cj
蓋	艹盍ch｜艹皿cm
匄	勹亡gw
槩	木既mj
匃	.ga｜.gv
葢	艹盇ch｜艹皿cm
鈣	金丐jg
槪	木既mj
摡	扌既fj
祴	示戒uj
漑	氵既dj
㕢	卜又by｜又貝yb
㧉	扌气fq
㮣	木既mj
㱾	殳亥uh
䀭	目亥oh
䏗	月气oq
䪱	頁己yj
乢	乚山gu｜山乚ug
侅	亻亥rh
姟	女亥nh
峐	山亥uh
忋	忄己xj
杚	木乞mq
瓂	王蓋wg｜.wm
畡	田亥th
絯	糸亥sh
豥	豕亥uh
賅	貝亥bh
賌	貝亥bh
郂	耳亥eh
𠌰	亻既rj
𡒖	溉土gt｜土溉tg
𡧣	宀右by
𢅤	巾蓋jg
𢍓	亠廾wc｜廾目co
𢻉	支亥vh｜亥支hv
𦫻	艹亻cr
𧊏	虫亥ih
𧯺	交豈jq
𨞨	.eg｜蓋阝ge
𨮂	金解jj
𨱕	金解jj
𨱣	.ix｜镸又iy
𨸛	阝气eq
𩕭	頁蓋yg
乾	十乞uq｜乞龺qu
咁	口甘kg
幹	干龺gu｜十干ug
凎	冫金dj
趕	走旱zh
倝	.ru｜十人ur
鱤	魚感yg
榦	木龺mu｜十木um
紺	糸甘sg
鳱	鳥干ng
亁	乞干qg｜十乞uq
尲	尢兼yj
笴	竹可vk
檊	木幹mg
皯	皮干pg
迀	辶干zg
尷	尤監yj
桿	木旱mh
漧	氵乾dq
贛	章貢vg
澸	氵感dg
忓	心干xg
攼	干攵gw｜攵干wg
稈	禾旱hh
簳	竹幹vg
贑	.dd｜章貢vg
仠	亻干rg
灨	氵貝db｜氵贛dg
筸	𥫗旱vh
骭	骨干gg
㶥	火干hg
㺂	犭咸qx
䃭	石感ug
䇞	𥫗甘vg
䔈	艹貢cg
䤗	.yp
䯎	骨干gg
䲺	鳥甘ng
䵟	黑干hg
佄	亻甘rg
凲	几兼jj
尶	兀監wj
盰	目干og
篢	𥫗貢vg
粓	米甘mg
芉	.cg
衦	衤干yg
詌	言甘yg
魐	鬼兼gj
𠇵	亻几rj
𠖫	冖貢bg
𠥴	.kc｜.xc
𡯋	.wg｜尢干yg
𡶑	山甘ug
𢁗	巾干jg
𢧀	戈旱gh｜旱戈hg
𣁖	文早wz｜十文uw
𣆙	日汗oh
𣗲	木干mg｜求木qm
𣘠	.mg
𣦖	卓步vb
𣰦	毛監mj
𣵷	氵邯dh
𣵼	氵干dg
𣹟	氵貢dg
𤌹	火人hr｜十火uh
𤭙	瓦含wh
𤮽	甘干gg
𤯌	甘麻gm｜麻甘mg
𥕵	石敢ug
𥘏	示干ug
𥰟	𥫗袁vy
𥸡	竹贛vg
𥾍	糸干sg
𦪧	舟敢vg
𦼮	艹幹cg
𦾮	.cg
𧆐	艹贛cg
𧹳	十赤ui｜赤人ir
𧾲	走藍zl
𨝌	.eq｜乾阝qe
𨣝	酉感yg
𨳼	門甘mg
𩉐	面察mi
𩖦	風今fj
𩚵	食甘ug
𩢨	馬甘mg
𩬚	髟甘ig
𩴁	鬼咸gx
𩴵	鬼監gj
𩹸	魚貢yg
𪉦	.ld｜卜臼bj
𪉿	.lg｜卜敢bg
𪊄	.lg｜卜感bg
𪊇	.lj｜卜監bj
𪔆	鼎干dg
𪚬	龜今gj
剛	刂岡dg
岡	冂山ku
鋼	金岡jg
釭	金工jg
棡	木岡mg
綱	糹岡sg
犺	犭亢qk
戇	心贛xg
槓	木貢mg
崗	山岡ug
堈	土岡tg
焵	火岡hg
戅	.xb
掆	扌岡fg
碙	石岡ug
摃	扌貢fg
焹	火罔hw
鎠	金罡jg｜.jv
㟠	山岡ug
㟵	山罡ug
㧏	扌冈fg
㽘	田亢tk
䚗	角公jg
䴚	.lk
牨	牛亢nk
犅	牛岡ng
疘	疒工bg
罁	缶岡fg
𠵹	口岡kg
𡇬	.kv
𢭈	扌山fu
𢰌	扌心fx
𣗵	木罡mg
𣦐	止罡vg
𦋳	罒罡sg
𦱌	艹岡cg
𨟼	酉亢yk
髙	亠口wk
暠	日高og
吿	牛口nk
睪	罒幸sx
稾	禾高hg
皐	白十bu
羙	.yh
槀	木高mg
臯	.zu
韟	韋皋wg｜韋十wu
夰	大丨da｜.dd
誥	言告yg
縞	糸高sg
藳	艹稾cg｜艹禾ch
鋯	金告jg
鎬	金高jg
櫜	一呆ad｜呆処di｜木口mk
祰	示告ug
㚏	大廾dc
㚖	大白db
㾸	疒高bg
䆁	.hg
䗣	.gk
勂	力告lg
峼	山告ug
槹	.mg｜.mu
橰	.mg｜.mu
檺	木豪mh
獋	.qg｜.qu
祮	示吉uj
禞	示高ug
稁	.dh｜禾冖hb｜亠禾wh
菒	艹杲cg｜艹木cm
餻	食羔ug
鷎	鳥皋ng｜.nu
鷱	.ng｜.nu
鼛	鼓咎gj
𠰛	山古ug
𡋟	土交tj
𡜲	女告ng
𡷥	山告ug｜告山gu
𡼗	山一ua
𢍎	廾告cg
𢞟	心高xg
𣓌	木咎mj
𣝏	木蒿mh
𣽎	.dg
𤱟	田出ti
𥓖	石杲ug
𥢐	禾一ha
𥢑	禾咎hj
𦍱	.yb｜羊丶yd
𦏦	羊敢yg
𦕺	耳冖eb｜亠耳we
𦤎	自本zb
𦺆	.cg
𧚡	衣王yw
𧜉	衣高yg｜高衣gy
𧠼	見告jg｜告見gj
𧢌	.jg
𨝲	白阝be
𩋺	革告gg
𩏤	.wg
𩓢	頁杲yg｜杲頁gy
𩔇	頁皇yh
𩕍	.yg
𩝝	飠高ug
𩫓	高死gs
𪔘	.gi
個	亻固rg
嘅	口既kj
嗰	口個kg
颌	页合yh
箇	𥫗固vg
臵	至各vg
彁	弓哥gg
纥	纟乞sq
閤	門合mh
閣	門各mg
愅	心革xg
鎶	金哥jg
槅	木鬲mg
搿	合手hu｜手手uu
挌	扌各fg
亇	.da｜.ra
鞷	革鬲gg
戓	戈口gk
獦	犭葛qg
鎘	金鬲jg
匌	勹合gh
輵	車曷ih
轕	車葛ig
鉻	金各jg
肐	月乞oq
佮	亻合rh
犵	犭乞qq
猲	犭曷qh
紇	糸乞sq
臈	月葛og
蛒	虫各ig
觡	角各jg
鞈	革合gh
佫	亻各rg
扢	扌乞fq
滒	氵哥dg
鎑	金盍jh｜金皿jm
鴿	鳥合nh
㗆	口革kg
㝓	宀合bh
㠷	巾及jj
㦴	戈各gg
㨰	扌衮fg
㪾	斤各jg
㭘	木合mh
㵧	氵葛dg
㷴	.hl
䆟	穴合xh
䈓	竹曷vh
䐙	月革og
䕻	艹麗cl
䗘	.ig
䘁	虫截ij
䛋	言戊yw
䛿	言鬲yg
䢔	辶合zh
䧄	耳各eg
䨣	雨革yg
䩐	革乞gq
䪂	革棘gj
䪺	頁去yq
䫦	.yg
吤	口介kj
呄	乃古ng
戨	戈哥gg
擱	扌閣fg
櫊	木閣mg
牫	牛戈ng
茖	艹各cg
裓	衤戒yj
諽	言革yg
謌	言哥yg
韐	韋合wh
韚	韋革wg
騔	馬曷mh
鮥	魚各yg
鮯	魚合yh
鲄	鱼可yk
鴚	鳥可nk
𠛊	.du
𠯫	口戈kg
𠲱	丰各fg
𠸲	口八kb｜.yj
𠹓	口缶kf
𠺝	口格kg
𡟍	女革ng
𢄍	.jg
𢆜	干曷gh｜曷干hg
𢎄	.yk｜戈可gk｜可弋ky
𢓜	彳各xg
